ClientID;CODE_GENDER;FLAG_OWN_CAR;FLAG_OWN_REALTY;CNT_CHILDREN;AMT_INCOME_TOTAL;AMT_ANNUITY;AMT_GOODS_PRICE;NAME_EDUCATION_TYPE;NAME_FAMILY_STATUS;NAME_HOUSING_TYPE;DAYS_BIRTH;DAYS_EMPLOYED;OCCUPATION_TYPE;CREDIT_ACTIVE;DAYS_CREDIT;AMT_CREDIT_SUM;AMT_CREDIT_SUM_OVERDUE;CREDIT_TYPE;CITY 
CID004786;M;N;Y;0;135000.0;28899.0;540000.0;Higher education;Married;House / apartment;-19113;-2816;Core staff;Closed;-996;270000.0;0.0;Consumer credit; Moreno Valley
CID004787;F;N;Y;0;252000.0;30838.5;450000.0;Secondary / secondary special;Single / not married;Municipal apartment;-23201;365243;Desconocido;Active;-991;117450.0;0.0;Consumer credit; Anaheim
CID004788;F;N;Y;0;117000.0;22437.0;454500.0;Secondary / secondary special;Separated;House / apartment;-21882;365243;Desconocido;Closed;-2162;585000.0;0.0;Consumer credit; Carlsbad
CID004789;F;N;Y;0;135000.0;9000.0;180000.0;Higher education;Married;House / apartment;-10025;-368;Core staff;Active;-1406;211500.0;0.0;Consumer credit; Anaheim
CID004790;F;N;N;0;63000.0;9000.0;180000.0;Secondary / secondary special;Single / not married;Municipal apartment;-7750;-254;Medicine staff;Closed;-798;42862.5;0.0;Consumer credit; San Leandro
CID004791;M;N;N;0;117000.0;15772.5;450000.0;Secondary / secondary special;Single / not married;With parents;-15913;-382;Laborers;Active;-170;50755.5;0.0;Consumer credit; Escondido
CID004792;F;Y;Y;0;180000.0;68458.5;1125000.0;Higher education;Single / not married;House / apartment;-11830;-1333;Managers;Closed;-547;177849.0;0.0;Consumer credit; Modesto
CID004793;M;N;Y;0;202500.0;43177.5;670500.0;Secondary / secondary special;Married;House / apartment;-11072;-2843;Desconocido;Closed;-138;4500.0;0.0;Microloan; Oakland
CID004794;M;Y;Y;0;90000.0;26838.0;225000.0;Secondary / secondary special;Married;House / apartment;-24820;365243;Desconocido;Closed;-2632;234000.0;0.0;Consumer credit; San Bernardino
CID004795;M;N;Y;0;225000.0;53905.5;427500.0;Secondary / secondary special;Civil marriage;House / apartment;-16749;-3180;Drivers;Closed;-1622;76860.0;0.0;Consumer credit; Fresno
CID004796;M;N;Y;0;67500.0;11556.0;157500.0;Higher education;Married;House / apartment;-16424;-2407;Security staff;Active;-1325;153000.0;0.0;Credit card; San Bernardino
CID004797;M;Y;N;0;112500.0;21888.0;450000.0;Secondary / secondary special;Married;House / apartment;-14810;-922;Drivers;Active;-918;1001880.0;0.0;Consumer credit; Pomona
CID004798;F;N;Y;0;135000.0;24516.0;414000.0;Secondary / secondary special;Married;House / apartment;-16310;-555;Laborers;Active;-1142;450000.0;0.0;Credit card; Sunnyvale
CID004799;F;N;Y;2;90000.0;18810.0;270000.0;Secondary / secondary special;Married;House / apartment;-13010;-1177;Sales staff;Closed;-979;891000.0;0.0;Consumer credit; Redondo Beach
CID004800;M;N;Y;0;135000.0;26064.0;450000.0;Secondary / secondary special;Separated;House / apartment;-17610;-1683;Laborers;Closed;-1278;66928.5;0.0;Consumer credit; West Covina
CID004801;M;Y;Y;0;382500.0;67500.0;1350000.0;Higher education;Single / not married;House / apartment;-12268;-2664;Managers;Closed;-1380;67500.0;0.0;Consumer credit; San Francisco
CID004802;M;Y;N;0;67500.0;15966.0;252000.0;Secondary / secondary special;Single / not married;With parents;-15200;-562;Security staff;Active;-1310;522000.0;0.0;Credit card; Irvine
CID004803;F;N;N;0;225000.0;21906.0;675000.0;Higher education;Single / not married;With parents;-11575;-954;Accountants;Active;-504;67500.0;0.0;Credit card; Turlock
CID004804;F;N;N;0;157500.0;19098.0;459000.0;Secondary / secondary special;Widow;House / apartment;-14167;-1815;Laborers;Closed;-750;16589.655;0.0;Consumer credit; Lynwood
CID004805;F;Y;Y;0;405000.0;28062.0;463500.0;Secondary / secondary special;Married;House / apartment;-20080;365243;Desconocido;Closed;-357;35028.0;0.0;Consumer credit; Burbank
CID004806;F;N;Y;0;94500.0;18904.5;270000.0;Higher education;Single / not married;House / apartment;-18276;-1146;Desconocido;Closed;-791;54000.0;0.0;Consumer credit; Fremont
CID004807;F;N;Y;1;202500.0;9018.0;135000.0;Higher education;Married;House / apartment;-13586;-1578;Laborers;Closed;-1052;15250.5;0.0;Consumer credit; Sacramento 
CID004808;M;N;Y;0;315000.0;33750.0;675000.0;Higher education;Married;House / apartment;-10772;-1485;Laborers;Closed;-1781;26505.0;0.0;Consumer credit; Fontana
CID004809;F;N;N;0;112500.0;14593.5;283500.0;Secondary / secondary special;Married;House / apartment;-20967;365243;Desconocido;Closed;-1883;135000.0;0.0;Credit card; Apple Valley
CID004810;F;N;Y;1;144000.0;9000.0;180000.0;Secondary / secondary special;Single / not married;House / apartment;-9527;-312;Managers;Active;-1853;675000.0;0.0;Consumer credit; Clovis
CID004811;M;N;Y;0;225000.0;16825.5;220500.0;Secondary / secondary special;Married;House / apartment;-14587;-2223;Drivers;Active;-678;157500.0;0.0;Consumer credit; Fremont
CID004812;F;N;Y;0;202500.0;24939.0;225000.0;Secondary / secondary special;Widow;House / apartment;-25001;365243;Desconocido;Closed;-596;513270.0;0.0;Consumer credit; Huntington Beach
CID004813;F;N;Y;0;103500.0;27103.5;922500.0;Secondary / secondary special;Married;House / apartment;-18081;-7146;Medicine staff;Active;-2357;472500.0;0.0;Consumer credit; Lakewood
CID004814;F;N;Y;0;400500.0;45949.5;1125000.0;Higher education;Separated;House / apartment;-18591;-9288;High skill tech staff;Active;-246;328806.0;0.0;Consumer credit; Rancho Cucamonga
CID004815;F;Y;Y;2;135000.0;40320.0;675000.0;Secondary / secondary special;Married;House / apartment;-11965;-2863;Sales staff;Closed;-1395;74601.0;0.0;Consumer credit; Norwalk
CID004816;F;N;Y;0;135000.0;31621.5;940500.0;Secondary / secondary special;Married;House / apartment;-20731;365243;Desconocido;Closed;-502;45000.0;0.0;Consumer credit; Modesto
CID004817;F;N;Y;0;193500.0;26676.0;733500.0;Secondary / secondary special;Single / not married;House / apartment;-21917;365243;Desconocido;Closed;-1339;78750.0;0.0;Consumer credit; Bellflower
CID004818;M;Y;N;0;225000.0;21888.0;450000.0;Secondary / secondary special;Separated;Rented apartment;-18180;-283;Laborers;Active;-314;724500.0;0.0;Credit card; San Francisco
CID004819;F;Y;N;0;67500.0;6493.5;135000.0;Secondary / secondary special;Married;House / apartment;-17729;-5837;Cleaning staff;Active;-281;535491.0;0.0;Consumer credit; Santa Clarita
CID004820;F;N;Y;1;135000.0;16713.0;238500.0;Higher education;Married;House / apartment;-14815;-7840;Core staff;Closed;-2700;45447.75;0.0;Consumer credit; Fullerton
CID004821;M;Y;N;1;112500.0;13500.0;270000.0;Higher education;Married;House / apartment;-20957;-623;Desconocido;Closed;-1935;54000.0;0.0;Credit card; Redlands
CID004822;F;Y;Y;0;450000.0;28561.5;652500.0;Higher education;Married;House / apartment;-17143;-1392;Private service staff;Closed;-1907;330660.0;0.0;Consumer credit; Riverside
CID004823;M;N;Y;0;180000.0;24160.5;463500.0;Secondary / secondary special;Married;House / apartment;-12498;-717;Laborers;Closed;-576;140689.98;0.0;Consumer credit; Escondido
CID004824;F;Y;Y;0;180000.0;43429.5;913500.0;Secondary / secondary special;Married;House / apartment;-19950;-784;Sales staff;Active;-959;98100.0;0.0;Consumer credit; Bellflower
CID004825;M;Y;N;0;382500.0;79366.5;2025000.0;Secondary / secondary special;Married;House / apartment;-23059;-3189;High skill tech staff;Closed;-560;115996.5;0.0;Consumer credit; Norwalk
CID004826;F;N;N;0;202500.0;38551.5;1147500.0;Secondary / secondary special;Married;House / apartment;-14970;-3622;Medicine staff;Active;-1001;270000.0;0.0;Credit card; Camarillo
CID004827;M;Y;Y;2;225000.0;56713.5;1228500.0;Secondary / secondary special;Married;House / apartment;-9664;-662;Drivers;Active;-653;106366.5;0.0;Credit card; Roseville
CID004828;F;N;Y;0;90000.0;10696.5;90000.0;Secondary / secondary special;Married;House / apartment;-18270;-3098;Desconocido;Active;-684;648000.0;0.0;Credit card; Oxnard
CID004829;F;N;Y;0;67500.0;23692.5;450000.0;Secondary / secondary special;Married;House / apartment;-19915;-497;Desconocido;Closed;-2639;14879.52;0.0;Consumer credit; Chula Vista
CID004830;F;Y;Y;0;306000.0;32602.5;675000.0;Secondary / secondary special;Married;House / apartment;-20551;365243;Desconocido;Active;-315;67086.0;0.0;Consumer credit; Folsom
CID004831;F;Y;Y;3;135000.0;9000.0;180000.0;Higher education;Married;House / apartment;-14864;-7034;Desconocido;Active;-245;112500.0;0.0;Credit card; Chino
CID004832;F;N;Y;0;117000.0;24426.0;495000.0;Secondary / secondary special;Married;House / apartment;-15805;-4448;Cooking staff;Active;-191;225000.0;0.0;Consumer credit; Burbank
CID004833;F;N;Y;2;112500.0;32166.0;630000.0;Secondary / secondary special;Married;House / apartment;-12684;-255;Sales staff;Active;-245;252000.0;0.0;Consumer credit; Escondido
CID004834;M;N;Y;0;112500.0;9000.0;180000.0;Secondary / secondary special;Married;House / apartment;-11352;-257;Laborers;Closed;-1863;91254.6;0.0;Consumer credit; Berkeley
CID004835;F;Y;N;0;90000.0;9000.0;180000.0;Higher education;Civil marriage;House / apartment;-7811;-502;Sales staff;Closed;-599;337500.0;0.0;Consumer credit; Oakland
CID004836;M;N;Y;1;202500.0;21739.5;225000.0;Lower secondary;Civil marriage;House / apartment;-9058;-2349;Laborers;Active;-455;191250.0;0.0;Credit card; Santa Maria
CID004837;F;N;Y;1;90000.0;32998.5;675000.0;Secondary / secondary special;Married;House / apartment;-16474;-7667;Desconocido;Closed;-1445;63697.5;0.0;Consumer credit; Irvine
CID004838;F;N;N;1;76500.0;20250.0;405000.0;Secondary / secondary special;Married;House / apartment;-13438;-1646;Sales staff;Active;-1208;391500.0;0.0;Credit card; Santa Clarita
CID004839;F;N;Y;0;121500.0;51876.0;900000.0;Higher education;Married;House / apartment;-23208;365243;Desconocido;Closed;-2475;20596.5;0.0;Consumer credit; Long Beach
CID004840;F;N;Y;0;117000.0;13500.0;270000.0;Secondary / secondary special;Single / not married;House / apartment;-15395;-8690;Desconocido;Closed;-929;65102.4;0.0;Consumer credit; Perris
CID004841;F;N;Y;0;157500.0;34497.0;697500.0;Higher education;Married;House / apartment;-14841;-765;Private service staff;Closed;-1009;152467.2;0.0;Consumer credit; San Bernardino
CID004842;M;Y;Y;0;135000.0;9000.0;180000.0;Secondary / secondary special;Single / not married;House / apartment;-15056;-4578;Drivers;Closed;-2367;59737.5;0.0;Consumer credit; Long Beach
CID004843;M;Y;Y;0;135000.0;9688.5;166500.0;Higher education;Separated;House / apartment;-20250;365243;Desconocido;Closed;-302;233100.0;0.0;Consumer credit; Lancaster
CID004844;M;N;Y;2;49500.0;10939.5;90000.0;Secondary / secondary special;Married;House / apartment;-15905;-593;Laborers;Active;-141;221519.565;0.0;Consumer credit; Carlsbad
CID004845;M;Y;Y;0;144000.0;18387.0;472500.0;Secondary / secondary special;Married;Municipal apartment;-11587;-2456;Drivers;Active;-1262;405000.0;0.0;Credit card; Redwood City
CID004846;F;N;Y;0;99000.0;11902.5;157500.0;Secondary / secondary special;Separated;House / apartment;-23337;365243;Desconocido;Closed;-2342;87160.5;0.0;Consumer credit; Palmdale
CID004847;F;N;Y;0;99000.0;11250.0;225000.0;Secondary / secondary special;Widow;House / apartment;-21564;365243;Desconocido;Closed;-1938;100710.0;0.0;Consumer credit; Carlsbad
CID004848;F;N;Y;0;270000.0;25852.5;522000.0;Secondary / secondary special;Widow;House / apartment;-22336;365243;Desconocido;Active;-1587;270000.0;0.0;Credit card; Lancaster
CID004849;F;Y;Y;0;162900.0;24412.5;450000.0;Secondary / secondary special;Married;House / apartment;-17680;-3719;Laborers;Closed;-846;71955.0;0.0;Consumer credit; Carlsbad
CID004850;F;N;Y;1;135000.0;28597.5;697500.0;Secondary / secondary special;Married;House / apartment;-14966;-2338;Desconocido;Closed;-1443;22347.0;0.0;Consumer credit; Redwood City
CID004851;F;N;N;1;157500.0;19134.0;225000.0;Higher education;Married;With parents;-9270;-253;Accountants;Closed;-2405;21361.5;0.0;Consumer credit; Oxnard
CID004852;F;Y;Y;0;238500.0;74353.5;1354500.0;Higher education;Married;House / apartment;-17173;-2611;Accountants;Closed;-1020;70990.92;0.0;Consumer credit; Roseville
CID004853;F;N;N;0;157500.0;11619.0;225000.0;Secondary / secondary special;Married;House / apartment;-14174;-1362;Sales staff;Closed;-545;122953.5;0.0;Consumer credit; Carlsbad
CID004854;F;N;Y;0;189000.0;20151.0;454500.0;Secondary / secondary special;Married;House / apartment;-19181;-181;Desconocido;Closed;-1511;13500.0;0.0;Credit card; Santa Ana
CID004855;F;N;Y;0;180000.0;18472.5;292500.0;Secondary / secondary special;Separated;House / apartment;-23154;365243;Desconocido;Active;-939;45000.0;0.0;Credit card; Torrance
CID004856;M;Y;N;0;135000.0;28975.5;823500.0;Secondary / secondary special;Married;House / apartment;-20873;365243;Desconocido;Closed;-986;52679.88;0.0;Consumer credit; Santa Ana
CID004857;F;Y;Y;0;202500.0;56290.5;1125000.0;Higher education;Married;House / apartment;-21833;-10815;Desconocido;Closed;-1479;45652.5;0.0;Consumer credit; Pittsburg
CID004858;F;N;Y;0;157500.0;54364.5;900000.0;Higher education;Single / not married;House / apartment;-23755;365243;Desconocido;Closed;-604;135000.0;0.0;Credit card; Napa
CID004859;M;N;Y;0;202500.0;13500.0;270000.0;Higher education;Separated;House / apartment;-18385;-128;Laborers;Closed;-1557;118791.0;0.0;Consumer credit; Fremont
CID004860;F;N;Y;0;67500.0;9000.0;180000.0;Secondary / secondary special;Married;With parents;-7772;-938;Sales staff;Closed;-2328;1777500.0;0.0;Car loan; Hemet
CID004861;F;Y;Y;0;261000.0;42723.0;922500.0;Secondary / secondary special;Married;House / apartment;-21478;-3703;Desconocido;Closed;-1226;225000.0;0.0;Consumer credit; Chula Vista
CID004862;F;N;Y;0;67500.0;6750.0;135000.0;Secondary / secondary special;Married;House / apartment;-16971;-3648;Laborers;Active;-217;90000.0;0.0;Credit card; Concord
CID004863;F;N;N;1;180000.0;48406.5;900000.0;Secondary / secondary special;Married;House / apartment;-12772;-2264;Desconocido;Closed;-2444;450000.0;0.0;Consumer credit; Garden Grove
CID004864;F;N;Y;0;157500.0;15952.5;229500.0;Higher education;Married;House / apartment;-16584;-5406;Sales staff;Active;-432;315000.0;0.0;Consumer credit; Ventura
CID004865;F;N;Y;0;202500.0;37764.0;904500.0;Secondary / secondary special;Married;House / apartment;-18137;365243;Desconocido;Closed;-2580;48595.5;0.0;Consumer credit; Orange
CID004866;F;N;Y;0;54000.0;7083.0;58500.0;Secondary / secondary special;Civil marriage;House / apartment;-17559;-7410;Cleaning staff;Active;-70;67500.0;0.0;Credit card; Chino
CID004867;F;N;N;0;103500.0;28107.0;238500.0;Secondary / secondary special;Single / not married;Municipal apartment;-15709;-608;Laborers;Closed;-1123;12091.5;0.0;Consumer credit; Citrus Heights
CID004868;M;N;N;0;112500.0;11587.5;378000.0;Secondary / secondary special;Civil marriage;House / apartment;-23880;365243;Desconocido;Active;-139;134149.95;0.0;Consumer credit; Redlands
CID004869;M;Y;Y;1;112500.0;28107.0;238500.0;Secondary / secondary special;Married;House / apartment;-8793;-1268;Drivers;Active;-102;45004.5;0.0;Consumer credit; Fremont
CID004870;M;N;N;0;90000.0;10039.5;112500.0;Secondary / secondary special;Married;House / apartment;-10277;-545;Sales staff;Active;-847;180000.0;0.0;Credit card; Palmdale
CID004871;M;Y;Y;0;270000.0;32976.0;463500.0;Secondary / secondary special;Married;House / apartment;-17376;-5127;Laborers;Closed;-1152;450000.0;0.0;Consumer credit; Moreno Valley
CID004872;F;N;N;0;225000.0;33799.5;450000.0;Secondary / secondary special;Civil marriage;House / apartment;-19012;-2716;Cleaning staff;Active;-269;454338.0;0.0;Consumer credit; San Bernardino
CID004873;M;N;N;1;144000.0;11817.0;112500.0;Secondary / secondary special;Married;House / apartment;-11718;-4255;Desconocido;Closed;-1844;229500.0;0.0;Credit card; Moreno Valley
CID004874;M;N;Y;0;270000.0;74830.5;2250000.0;Higher education;Married;House / apartment;-21169;365243;Desconocido;Active;-211;67500.0;0.0;Credit card; Redding
CID004875;F;N;N;0;56250.0;54954.0;1530000.0;Secondary / secondary special;Single / not married;House / apartment;-17418;365243;Desconocido;Closed;-1560;540000.0;0.0;Consumer credit; Perris
CID004876;M;Y;Y;1;315000.0;38335.5;697500.0;Secondary / secondary special;Married;House / apartment;-13498;-3097;Laborers;Active;-62;152415.0;0.0;Credit card; Palmdale
CID004877;F;N;Y;0;243000.0;7267.5;67500.0;Higher education;Married;House / apartment;-11113;-786;Core staff;Closed;-2545;1296000.0;0.0;Car loan; Victorville
CID004878;M;N;Y;0;135000.0;33876.0;913500.0;Secondary / secondary special;Married;House / apartment;-18643;-2782;Laborers;Active;-545;0.0;0.0;Credit card; Tracy
CID004879;F;N;Y;0;81000.0;20641.5;382500.0;Secondary / secondary special;Married;House / apartment;-17746;-3443;Sales staff;Active;-508;112500.0;0.0;Credit card; Modesto
CID004880;M;Y;N;0;157500.0;21649.5;450000.0;Secondary / secondary special;Married;House / apartment;-8585;-594;Security staff;Closed;-1055;225000.0;0.0;Consumer credit; Thousand Oaks
CID004881;M;Y;Y;0;202500.0;19516.5;180000.0;Secondary / secondary special;Married;Rented apartment;-19328;-38;Desconocido;Active;-1091;450000.0;0.0;Consumer credit; Orange
CID004882;M;Y;Y;0;157500.0;19134.0;225000.0;Secondary / secondary special;Civil marriage;House / apartment;-23848;365243;Desconocido;Closed;-1135;15511.5;0.0;Consumer credit; Manteca
CID004883;F;N;Y;0;112500.0;47794.5;1125000.0;Secondary / secondary special;Married;House / apartment;-21848;365243;Desconocido;Closed;-1513;53073.0;0.0;Consumer credit; West Covina
CID004884;M;N;N;2;247500.0;55377.0;1800000.0;Higher education;Married;House / apartment;-12471;-2866;Laborers;Closed;-1245;45859.5;0.0;Consumer credit; Lancaster
CID004885;F;Y;Y;0;180000.0;14350.5;225000.0;Higher education;Married;House / apartment;-24074;-2901;Core staff;Closed;-565;88110.0;0.0;Consumer credit; Rancho Cucamonga
CID004886;F;N;N;1;202500.0;58203.0;1350000.0;Secondary / secondary special;Married;House / apartment;-18557;-2397;Cooking staff;Closed;-1859;127170.0;0.0;Consumer credit; Rancho Cucamonga
CID004887;M;Y;N;1;225000.0;28827.0;810000.0;Secondary / secondary special;Married;House / apartment;-9949;-2109;Managers;Closed;-1040;53041.5;0.0;Consumer credit; Victorville
CID004888;M;Y;Y;2;315000.0;10426.5;99000.0;Secondary / secondary special;Married;House / apartment;-11487;-4412;Core staff;Closed;-2191;41892.885;0.0;Consumer credit; Redwood City
CID004889;M;N;Y;2;225000.0;29389.5;328500.0;Secondary / secondary special;Married;House / apartment;-17472;-1725;Laborers;Closed;-2553;405000.0;0.0;Credit card; Murrieta
CID004890;M;Y;Y;0;112500.0;23490.0;270000.0;Secondary / secondary special;Civil marriage;House / apartment;-14890;-852;Security staff;Active;-1230;945000.0;0.0;Consumer credit; Garden Grove
CID004891;M;N;Y;0;112500.0;25965.0;270000.0;Higher education;Married;House / apartment;-11662;-404;Laborers;Active;-1794;90000.0;0.0;Credit card; Pleasanton
CID004892;F;N;Y;0;126000.0;19134.0;225000.0;Secondary / secondary special;Civil marriage;House / apartment;-10344;-1957;Sales staff;Active;-260;576000.0;0.0;Consumer credit; Norwalk
CID004893;F;N;Y;1;180000.0;13090.5;225000.0;Secondary / secondary special;Married;Municipal apartment;-13171;-1327;Core staff;Closed;-1559;83776.5;0.0;Consumer credit; Pittsburg
CID004894;F;N;N;0;67500.0;19926.0;315000.0;Secondary / secondary special;Married;House / apartment;-14361;-1020;Sales staff;Active;-1544;2025000.0;0.0;Credit card; Salinas
CID004895;M;Y;Y;1;234000.0;8896.5;90000.0;Higher education;Married;House / apartment;-16407;365243;Desconocido;Active;-197;252000.0;0.0;Consumer credit; Thousand Oaks
CID004896;F;N;Y;0;202500.0;12298.5;238500.0;Secondary / secondary special;Widow;Municipal apartment;-22842;365243;Desconocido;Closed;-1835;88537.5;0.0;Consumer credit; Santa Monica
CID004897;F;N;Y;0;185850.0;14593.5;283500.0;Secondary / secondary special;Civil marriage;House / apartment;-13102;-802;Medicine staff;Closed;-504;149827.5;0.0;Consumer credit; Whittier
CID004898;F;N;Y;0;76500.0;4198.5;58500.0;Secondary / secondary special;Single / not married;House / apartment;-22740;365243;Desconocido;Closed;-1052;94869.0;0.0;Consumer credit; Salinas
CID004899;M;Y;N;0;180000.0;28674.0;688500.0;Secondary / secondary special;Married;House / apartment;-9092;-193;Desconocido;Active;-341;180000.0;0.0;Credit card; Oakland
CID004900;F;N;Y;0;112500.0;13500.0;270000.0;Higher education;Married;House / apartment;-10643;-1313;Accountants;Sold;-1971;16047.0;0.0;Credit card; Elk Grove
CID004901;M;Y;Y;0;225000.0;39325.5;1215000.0;Incomplete higher;Married;House / apartment;-17448;-1484;Managers;Closed;-2061;1363396.5;0.0;Car loan; West Covina
CID004902;F;Y;Y;2;85500.0;24970.5;594000.0;Secondary / secondary special;Married;House / apartment;-11136;-1295;Core staff;Active;-607;1441876.5;0.0;Car loan; Chula Vista
CID004903;F;N;Y;0;76500.0;19728.0;360000.0;Secondary / secondary special;Widow;House / apartment;-16387;-2700;Desconocido;Active;-1667;567000.0;0.0;Consumer credit; Chula Vista
CID004904;M;N;N;0;90000.0;26613.0;450000.0;Secondary / secondary special;Married;House / apartment;-18892;-9605;Core staff;Closed;-1493;321750.0;0.0;Consumer credit; Folsom
CID004905;F;N;Y;0;90000.0;28503.0;810000.0;Secondary / secondary special;Married;House / apartment;-17902;-5282;Laborers;Closed;-1487;142384.5;0.0;Consumer credit; Buena Park
CID004906;M;Y;Y;0;202500.0;53955.0;1962000.0;Higher education;Married;House / apartment;-14791;-4212;Laborers;Closed;-900;104445.0;0.0;Consumer credit; Visalia
CID004907;F;N;Y;1;135000.0;28390.5;315000.0;Secondary / secondary special;Married;House / apartment;-12426;-540;Accountants;Closed;-2829;337500.0;0.0;Car loan; Pomona
CID004908;F;N;Y;0;90000.0;21852.0;247500.0;Secondary / secondary special;Married;House / apartment;-16029;-2771;Laborers;Closed;-2903;675000.0;0.0;Consumer credit; Hemet
CID004909;F;N;Y;1;346500.0;15588.0;315000.0;Secondary / secondary special;Separated;House / apartment;-17677;-5707;High skill tech staff;Closed;-1019;79443.0;0.0;Consumer credit; Stockton
CID004910;F;N;Y;0;351000.0;51358.5;891000.0;Higher education;Married;House / apartment;-21844;365243;Desconocido;Closed;-2360;45000.0;0.0;Consumer credit; Mountain View
CID004911;M;N;N;0;90000.0;23166.0;333000.0;Secondary / secondary special;Civil marriage;House / apartment;-11959;-228;Desconocido;Active;-1028;270000.0;0.0;Credit card; Tracy
CID004912;F;N;Y;0;180000.0;20664.0;360000.0;Secondary / secondary special;Civil marriage;House / apartment;-17866;-925;Laborers;Active;-769;0.0;0.0;Credit card; Pasadena
CID004913;F;N;N;0;67500.0;11196.0;180000.0;Secondary / secondary special;Married;Municipal apartment;-10928;-947;Core staff;Closed;-2613;44550.0;0.0;Consumer credit; Carlsbad
CID004914;M;Y;N;0;112500.0;11250.0;225000.0;Secondary / secondary special;Married;House / apartment;-19991;-1954;Laborers;Active;-827;1967211.0;0.0;Consumer credit; Lancaster
CID004915;F;N;Y;1;255600.0;23931.0;679500.0;Secondary / secondary special;Married;House / apartment;-16002;-778;Desconocido;Closed;-2751;71964.0;0.0;Consumer credit; Orange
CID004916;F;N;N;0;67500.0;16033.5;270000.0;Secondary / secondary special;Civil marriage;House / apartment;-10672;-1493;Medicine staff;Closed;-1398;42750.0;0.0;Consumer credit; Fontana
CID004917;M;N;Y;0;225000.0;25573.5;315000.0;Higher education;Married;House / apartment;-16348;-2294;Drivers;Active;-980;0.0;0.0;Credit card; Livermore
CID004918;F;Y;N;1;81000.0;16911.0;315000.0;Secondary / secondary special;Married;With parents;-11724;-1476;Desconocido;Active;-2565;1011703.5;0.0;Consumer credit; Roseville
CID004919;M;Y;Y;0;112500.0;17838.0;405000.0;Higher education;Widow;House / apartment;-21925;365243;Desconocido;Active;-594;79089.75;0.0;Consumer credit; Lynwood
CID004920;F;Y;Y;0;67500.0;11718.0;229500.0;Secondary / secondary special;Married;House / apartment;-20347;365243;Desconocido;Closed;-1122;23341.5;0.0;Consumer credit; Sacramento 
CID004921;M;N;Y;0;225000.0;15957.0;229500.0;Secondary / secondary special;Separated;House / apartment;-15195;-464;Drivers;Closed;-1228;31500.0;0.0;Consumer credit; Norwalk
CID004922;M;Y;Y;0;315000.0;61726.5;1246500.0;Higher education;Married;House / apartment;-20295;-1692;Drivers;Active;-1057;145215.0;0.0;Credit card; Irvine
CID004923;M;N;N;0;67500.0;24939.0;225000.0;Secondary / secondary special;Married;With parents;-14483;-1564;Laborers;Closed;-1566;21600.0;0.0;Credit card; Redondo Beach
CID004924;M;Y;Y;0;292500.0;10125.0;202500.0;Higher education;Married;House / apartment;-21072;-3360;Drivers;Closed;-1280;159385.5;0.0;Consumer credit; Costa Mesa
CID004925;F;N;N;0;67500.0;24939.0;225000.0;Secondary / secondary special;Married;House / apartment;-24676;365243;Desconocido;Closed;-1142;114750.0;0.0;Credit card; Upland
CID004926;M;Y;Y;0;135000.0;16155.0;225000.0;Secondary / secondary special;Married;House / apartment;-23418;-963;Security staff;Active;-387;360000.0;0.0;Credit card; Riverside
CID004927;M;N;Y;0;391500.0;29407.5;495000.0;Secondary / secondary special;Married;House / apartment;-21698;-1049;High skill tech staff;Closed;-1134;239359.5;0.0;Consumer credit; Sunnyvale
CID004928;M;N;N;1;157500.0;23107.5;450000.0;Secondary / secondary special;Married;House / apartment;-16292;-7634;Low-skill Laborers;Closed;-1537;39744.0;0.0;Consumer credit; Norwalk
CID004929;F;N;Y;2;135000.0;15205.5;270000.0;Lower secondary;Civil marriage;House / apartment;-13811;-4301;Desconocido;Active;-316;89865.0;0.0;Consumer credit; Fresno
CID004930;M;Y;N;0;135000.0;16852.5;225000.0;Secondary / secondary special;Single / not married;With parents;-10924;-2625;Core staff;Closed;-1220;450000.0;0.0;Consumer credit; Merced
CID004931;M;Y;Y;0;112500.0;16668.0;157500.0;Secondary / secondary special;Married;House / apartment;-20133;-3619;Managers;Closed;-981;136381.5;0.0;Consumer credit; Sunnyvale
CID004932;F;N;Y;0;150300.0;18621.0;405000.0;Secondary / secondary special;Civil marriage;House / apartment;-20301;365243;Desconocido;Closed;-713;15903.0;0.0;Consumer credit; Menifee
CID004933;F;Y;N;0;202500.0;19048.5;450000.0;Secondary / secondary special;Widow;House / apartment;-16088;-300;High skill tech staff;Closed;-1134;111028.5;0.0;Consumer credit; Norwalk
CID004934;F;N;Y;0;180000.0;34227.0;481500.0;Higher education;Single / not married;House / apartment;-20817;-8454;Managers;Closed;-801;40455.0;0.0;Consumer credit; Hemet
CID004935;M;Y;Y;0;184500.0;29947.5;522000.0;Secondary / secondary special;Civil marriage;House / apartment;-8609;-2034;Security staff;Closed;-2689;1350000.0;0.0;Consumer credit; Manteca
CID004936;F;N;N;0;247500.0;21757.5;670500.0;Secondary / secondary special;Married;House / apartment;-16650;-1639;Private service staff;Active;-1077;229500.0;0.0;Consumer credit; Fresno
CID004937;F;N;Y;1;328500.0;37800.0;1125000.0;Secondary / secondary special;Married;House / apartment;-15988;-1745;Laborers;Closed;-1086;315000.0;0.0;Consumer credit; Carlsbad
CID004938;F;Y;N;0;202500.0;43789.5;675000.0;Secondary / secondary special;Civil marriage;House / apartment;-17024;-2709;Accountants;Active;-280;253912.14;0.0;Consumer credit; San Bernardino
